iteration,K,pop_size,desired_h2,p_corin,p_ednrb,Va,Ve,Vp,obs_h2
1,2750,2750,0.64,0.703273,0.576182,6.28997,3.53811,10.0616,0.625143
1,2750,2750,0.64,0.703273,0.576182,6.62837,3.72846,10.4688,0.633154
1,2750,2750,0.64,0.703273,0.576182,6.5425,3.68016,9.74859,0.671123
1,2750,2750,0.64,0.703273,0.576182,6.31816,3.55396,9.60946,0.657493
1,2750,2750,0.64,0.703273,0.576182,6.28659,3.53621,9.56151,0.65749
1,2750,2750,0.64,0.703273,0.576182,6.35116,3.57253,9.83559,0.645733
1,2750,2750,0.64,0.703273,0.576182,6.36771,3.58184,9.91067,0.642511
1,2750,2750,0.64,0.703273,0.576182,6.55865,3.68924,10.2482,0.639981
1,2750,2750,0.64,0.703273,0.576182,6.52943,3.6728,10.2841,0.634904
1,2750,2750,0.64,0.703273,0.576182,6.42012,3.61132,9.99486,0.642342
1,2750,2750,0.64,0.703273,0.576182,6.30117,3.54441,9.70904,0.649
1,2750,2750,0.64,0.703273,0.576182,6.22795,3.50322,9.40445,0.662234
1,2750,2750,0.64,0.703273,0.576182,6.3462,3.56974,10.063,0.630645
1,2750,2750,0.64,0.703273,0.576182,6.4791,3.6445,10.0176,0.646774
1,2750,2750,0.64,0.703273,0.576182,6.30131,3.54449,10.0797,0.625151
1,2750,2750,0.64,0.703273,0.576182,6.26253,3.52267,9.973,0.627948
1,2750,2750,0.64,0.703273,0.576182,6.16277,3.46656,9.60067,0.64191
1,2750,2750,0.64,0.703273,0.576182,6.25387,3.5178,9.70189,0.644603
1,2750,2750,0.64,0.703273,0.576182,6.23475,3.50705,10.0083,0.62296
1,2750,2750,0.64,0.703273,0.576182,6.53925,3.67833,9.96573,0.656174
1,2750,2750,0.64,0.703273,0.576182,6.36476,3.58018,10.0276,0.634725
1,2750,2750,0.64,0.703273,0.576182,6.25482,3.51834,9.64954,0.6482
1,2750,2750,0.64,0.703273,0.576182,6.50819,3.66086,10.1101,0.643729
1,2750,2750,0.64,0.703273,0.576182,6.20388,3.48968,9.62279,0.644707
1,2750,2750,0.64,0.703273,0.576182,6.47752,3.6436,10.4276,0.621188
1,2750,2750,0.64,0.703273,0.576182,6.45516,3.63103,10.1731,0.63453
1,2750,2750,0.64,0.703273,0.576182,6.4604,3.63398,10.1922,0.63386
1,2750,2750,0.64,0.703273,0.576182,6.28838,3.53721,9.79983,0.641682
1,2750,2750,0.64,0.703273,0.576182,6.38347,3.5907,10.0748,0.633609
1,2750,2750,0.64,0.703273,0.576182,6.44425,3.62489,10.2567,0.628298
1,2750,2750,0.64,0.703273,0.576182,6.45841,3.63285,9.91621,0.651298
1,2750,2750,0.64,0.703273,0.576182,6.32074,3.55542,10.2741,0.615211
1,2750,2750,0.64,0.703273,0.576182,6.33135,3.56138,9.70954,0.652075
1,2750,2750,0.64,0.703273,0.576182,6.2606,3.52159,10.005,0.625748
1,2750,2750,0.64,0.703273,0.576182,6.3572,3.57593,9.88006,0.643438
1,2750,2750,0.64,0.703273,0.576182,6.10145,3.43207,9.37475,0.650839
1,2750,2750,0.64,0.703273,0.576182,6.25333,3.5175,10.1079,0.618655
1,2750,2750,0.64,0.703273,0.576182,6.50146,3.65707,9.86244,0.659214
1,2750,2750,0.64,0.703273,0.576182,6.41607,3.60904,9.75,0.658058
1,2750,2750,0.64,0.703273,0.576182,6.28124,3.5332,9.83634,0.638575
1,2750,2750,0.64,0.703273,0.576182,6.29546,3.5412,10.1068,0.622891
1,2750,2750,0.64,0.703273,0.576182,6.19006,3.48191,9.62857,0.642884
1,2750,2750,0.64,0.703273,0.576182,6.44961,3.62791,10.2151,0.631382
1,2750,2750,0.64,0.703273,0.576182,6.49821,3.65525,10.191,0.637642
1,2750,2750,0.64,0.703273,0.576182,6.3942,3.59674,9.9804,0.640676
1,2750,2750,0.64,0.703273,0.576182,6.35293,3.57352,9.98666,0.636142
1,2750,2750,0.64,0.703273,0.576182,6.5284,3.67222,9.98321,0.653938
1,2750,2750,0.64,0.703273,0.576182,6.40265,3.60149,9.99409,0.640644
1,2750,2750,0.64,0.703273,0.576182,6.30571,3.54696,9.94836,0.633844
1,2750,2750,0.64,0.703273,0.576182,6.45386,3.6303,10.1695,0.634632
1,2750,2750,0.64,0.703273,0.576182,6.49519,3.65354,10.066,0.645263
1,2750,2750,0.64,0.703273,0.576182,6.56972,3.69547,10.256,0.640572
1,2750,2750,0.64,0.703273,0.576182,6.4254,3.61429,9.90651,0.648604
1,2750,2750,0.64,0.703273,0.576182,6.59193,3.70796,10.4138,0.632999
1,2750,2750,0.64,0.703273,0.576182,6.46529,3.63672,10.2535,0.630543
1,2750,2750,0.64,0.703273,0.576182,6.38063,3.58911,9.78162,0.652308
1,2750,2750,0.64,0.703273,0.576182,6.38519,3.59167,9.58351,0.666268
1,2750,2750,0.64,0.703273,0.576182,6.30901,3.54882,9.81905,0.642528
1,2750,2750,0.64,0.703273,0.576182,6.35444,3.57437,9.79846,0.648514
1,2750,2750,0.64,0.703273,0.576182,6.50798,3.66074,10.1786,0.639379
1,2750,2750,0.64,0.703273,0.576182,6.44072,3.62291,9.86336,0.652995
1,2750,2750,0.64,0.703273,0.576182,6.3119,3.55045,9.85361,0.640568
1,2750,2750,0.64,0.703273,0.576182,6.34139,3.56703,10.4659,0.60591
1,2750,2750,0.64,0.703273,0.576182,6.3627,3.57902,9.86991,0.644657
1,2750,2750,0.64,0.703273,0.576182,6.42966,3.61669,10.3625,0.620472
1,2750,2750,0.64,0.703273,0.576182,6.50446,3.65876,10.2773,0.632898
1,2750,2750,0.64,0.703273,0.576182,6.58175,3.70223,10.1471,0.648631
1,2750,2750,0.64,0.703273,0.576182,6.65345,3.74257,10.4335,0.637699
1,2750,2750,0.64,0.703273,0.576182,6.51293,3.66352,10.3956,0.626508
1,2750,2750,0.64,0.703273,0.576182,6.35555,3.575,10.1565,0.625764
1,2750,2750,0.64,0.703273,0.576182,6.23963,3.50979,9.49764,0.656966
1,2750,2750,0.64,0.703273,0.576182,6.25614,3.51908,9.90761,0.631448
1,2750,2750,0.64,0.703273,0.576182,6.24789,3.51444,9.68126,0.645359
1,2750,2750,0.64,0.703273,0.576182,6.34228,3.56753,9.84606,0.644144
1,2750,2750,0.64,0.703273,0.576182,6.2045,3.49003,9.69281,0.640114
1,2750,2750,0.64,0.703273,0.576182,6.52915,3.67265,9.89317,0.659965
1,2750,2750,0.64,0.703273,0.576182,6.18835,3.48095,9.58641,0.645534
1,2750,2750,0.64,0.703273,0.576182,6.42491,3.61401,9.86774,0.651103
1,2750,2750,0.64,0.703273,0.576182,6.46115,3.6344,9.97098,0.647996
1,2750,2750,0.64,0.703273,0.576182,6.55589,3.68769,10.4443,0.627699
1,2750,2750,0.64,0.703273,0.576182,6.26067,3.52163,9.43337,0.663673
1,2750,2750,0.64,0.703273,0.576182,6.41763,3.60992,10.1782,0.630529
1,2750,2750,0.64,0.703273,0.576182,6.46487,3.63649,10.359,0.62408
1,2750,2750,0.64,0.703273,0.576182,6.51835,3.66657,10.2749,0.634396
1,2750,2750,0.64,0.703273,0.576182,6.57522,3.69856,10.1967,0.644835
1,2750,2750,0.64,0.703273,0.576182,6.22823,3.50338,9.85845,0.631765
1,2750,2750,0.64,0.703273,0.576182,6.36236,3.57883,9.80055,0.649184
1,2750,2750,0.64,0.703273,0.576182,6.21117,3.49378,9.7319,0.638228
1,2750,2750,0.64,0.703273,0.576182,6.48233,3.64631,9.89095,0.655379
1,2750,2750,0.64,0.703273,0.576182,6.35039,3.5721,9.74186,0.651867
1,2750,2750,0.64,0.703273,0.576182,6.34605,3.56965,9.80877,0.646978
1,2750,2750,0.64,0.703273,0.576182,6.54758,3.68301,10.3631,0.631813
1,2750,2750,0.64,0.703273,0.576182,6.34208,3.56742,9.68366,0.654926
1,2750,2750,0.64,0.703273,0.576182,6.25641,3.51923,9.60265,0.65153
1,2750,2750,0.64,0.703273,0.576182,6.49284,3.65223,9.73157,0.667194
1,2750,2750,0.64,0.703273,0.576182,6.49759,3.6549,10.2306,0.635115
1,2750,2750,0.64,0.703273,0.576182,6.35348,3.57383,9.56554,0.664205
1,2750,2750,0.64,0.703273,0.576182,6.27476,3.52955,10.0265,0.62582
1,2750,2750,0.64,0.703273,0.576182,6.44638,3.62609,10.0826,0.639358
1,2750,2750,0.64,0.703273,0.576182,6.35445,3.57438,9.9092,0.641267
1,2750,2750,0.64,0.703273,0.576182,6.54463,3.68135,10.2673,0.637423
1,2750,2750,0.64,0.703273,0.576182,6.40038,3.60021,9.81924,0.65182
1,2750,2750,0.64,0.703273,0.576182,6.588,3.70575,10.269,0.641541
1,2750,2750,0.64,0.703273,0.576182,6.19371,3.48396,9.74744,0.635419
1,2750,2750,0.64,0.703273,0.576182,6.2718,3.52789,9.80586,0.639597
1,2750,2750,0.64,0.703273,0.576182,6.53355,3.67512,10.0322,0.65126
1,2750,2750,0.64,0.703273,0.576182,6.23544,3.50743,9.91243,0.629053
1,2750,2750,0.64,0.703273,0.576182,6.40725,3.60408,9.65297,0.66376
1,2750,2750,0.64,0.703273,0.576182,6.32365,3.55705,10.1652,0.622091
1,2750,2750,0.64,0.703273,0.576182,6.32379,3.55713,9.6965,0.652172
1,2750,2750,0.64,0.703273,0.576182,6.30921,3.54893,10.1158,0.623699
1,2750,2750,0.64,0.703273,0.576182,6.61049,3.7184,10.0879,0.655287
1,2750,2750,0.64,0.703273,0.576182,6.49278,3.65219,9.79519,0.662854
1,2750,2750,0.64,0.703273,0.576182,6.06673,3.41254,9.08391,0.667854
1,2750,2750,0.64,0.703273,0.576182,6.54119,3.67942,10.2414,0.638698
1,2750,2750,0.64,0.703273,0.576182,6.19377,3.484,9.57603,0.6468
1,2750,2750,0.64,0.703273,0.576182,6.54036,3.67895,9.93912,0.658042
1,2750,2750,0.64,0.703273,0.576182,6.28996,3.5381,9.93468,0.633131
1,2750,2750,0.64,0.703273,0.576182,6.24499,3.51281,9.9195,0.629566
1,2750,2750,0.64,0.703273,0.576182,6.24244,3.51138,9.57599,0.651885
1,2750,2750,0.64,0.703273,0.576182,6.20566,3.49068,9.8305,0.631266
1,2750,2750,0.64,0.703273,0.576182,6.3002,3.54386,9.5971,0.65647
1,2750,2750,0.64,0.703273,0.576182,6.16848,3.46977,9.48002,0.650682
1,2750,2750,0.64,0.703273,0.576182,6.2868,3.53632,9.61971,0.653533
1,2750,2750,0.64,0.703273,0.576182,6.27483,3.52959,9.63353,0.651354
1,2750,2750,0.64,0.703273,0.576182,6.44398,3.62474,10.23,0.629911
1,2750,2750,0.64,0.703273,0.576182,6.40512,3.60288,9.95907,0.643144
1,2750,2750,0.64,0.703273,0.576182,6.47023,3.63951,9.61567,0.672884
1,2750,2750,0.64,0.703273,0.576182,6.50454,3.6588,10.0095,0.649839
1,2750,2750,0.64,0.703273,0.576182,6.24698,3.51393,9.85152,0.634113
1,2750,2750,0.64,0.703273,0.576182,6.20492,3.49026,9.51698,0.651984
1,2750,2750,0.64,0.703273,0.576182,6.25345,3.51757,10.0732,0.620802
1,2750,2750,0.64,0.703273,0.576182,6.11967,3.44231,9.72173,0.629484
1,2750,2750,0.64,0.703273,0.576182,6.60835,3.7172,9.83754,0.671749
1,2750,2750,0.64,0.703273,0.576182,6.21963,3.49854,9.688,0.641993
1,2750,2750,0.64,0.703273,0.576182,6.36154,3.57836,9.82758,0.647315
1,2750,2750,0.64,0.703273,0.576182,6.16002,3.46501,9.91458,0.621309
1,2750,2750,0.64,0.703273,0.576182,6.74716,3.79528,10.575,0.638031
1,2750,2750,0.64,0.703273,0.576182,6.46494,3.63653,10.2857,0.628537
1,2750,2750,0.64,0.703273,0.576182,6.23145,3.50519,9.37686,0.664556
1,2750,2750,0.64,0.703273,0.576182,6.36125,3.57821,10.1487,0.626807
1,2750,2750,0.64,0.703273,0.576182,6.31134,3.55013,9.87167,0.639338
1,2750,2750,0.64,0.703273,0.576182,6.15842,3.46411,9.82706,0.62668
1,2750,2750,0.64,0.703273,0.576182,6.3343,3.56304,9.80095,0.646294
1,2750,2750,0.64,0.703273,0.576182,6.25118,3.51629,10.0532,0.621811
1,2750,2750,0.64,0.703273,0.576182,6.41199,3.60675,9.85045,0.650934
1,2750,2750,0.64,0.703273,0.576182,6.51836,3.66658,10.0377,0.649385
1,2750,2750,0.64,0.703273,0.576182,6.40926,3.60521,10.1574,0.630996
1,2750,2750,0.64,0.703273,0.576182,6.4329,3.61851,9.77608,0.658025
1,2750,2750,0.64,0.703273,0.576182,6.37445,3.58563,9.78972,0.651137
1,2750,2750,0.64,0.703273,0.576182,6.13837,3.45283,9.50059,0.646104
1,2750,2750,0.64,0.703273,0.576182,6.3636,3.57952,10.0018,0.636243
1,2750,2750,0.64,0.703273,0.576182,6.278,3.53137,9.48812,0.66167
1,2750,2750,0.64,0.703273,0.576182,6.51334,3.66375,9.9959,0.651601
1,2750,2750,0.64,0.703273,0.576182,6.38813,3.59332,9.96264,0.641208
1,2750,2750,0.64,0.703273,0.576182,6.32242,3.55636,9.65005,0.65517
1,2750,2750,0.64,0.703273,0.576182,6.6322,3.73061,10.6239,0.624269
1,2750,2750,0.64,0.703273,0.576182,6.94875,3.90867,10.7778,0.644727
1,2750,2750,0.64,0.703273,0.576182,6.28061,3.53285,9.77686,0.642396
1,2750,2750,0.64,0.703273,0.576182,6.1321,3.44931,9.10837,0.673238
1,2750,2750,0.64,0.703273,0.576182,6.24693,3.5139,10.0672,0.620521
1,2750,2750,0.64,0.703273,0.576182,6.34489,3.569,9.80701,0.646975
1,2750,2750,0.64,0.703273,0.576182,6.46507,3.6366,10.2718,0.629399
1,2750,2750,0.64,0.703273,0.576182,6.1642,3.46736,9.77123,0.630852
1,2750,2750,0.64,0.703273,0.576182,6.09787,3.43005,9.66108,0.631179
1,2750,2750,0.64,0.703273,0.576182,6.26865,3.52612,9.95917,0.629435
1,2750,2750,0.64,0.703273,0.576182,6.25551,3.51872,9.67768,0.646385
1,2750,2750,0.64,0.703273,0.576182,6.53879,3.67807,10.3311,0.632922
1,2750,2750,0.64,0.703273,0.576182,6.57033,3.69581,10.0381,0.654537
1,2750,2750,0.64,0.703273,0.576182,6.49987,3.65618,10.1926,0.637706
1,2750,2750,0.64,0.703273,0.576182,6.51278,3.66344,10.0412,0.648603
1,2750,2750,0.64,0.703273,0.576182,6.19144,3.48268,9.91584,0.624399
1,2750,2750,0.64,0.703273,0.576182,6.38628,3.59228,9.6524,0.661625
1,2750,2750,0.64,0.703273,0.576182,6.39538,3.5974,9.86723,0.648143
1,2750,2750,0.64,0.703273,0.576182,6.50132,3.65699,10.2696,0.633065
1,2750,2750,0.64,0.703273,0.576182,6.29622,3.54163,10.0742,0.624988
1,2750,2750,0.64,0.703273,0.576182,6.25022,3.51575,9.718,0.643159
1,2750,2750,0.64,0.703273,0.576182,6.52297,3.66917,9.97138,0.654169
1,2750,2750,0.64,0.703273,0.576182,6.26721,3.52531,9.63611,0.650388
1,2750,2750,0.64,0.703273,0.576182,6.43873,3.62178,9.61716,0.669504
1,2750,2750,0.64,0.703273,0.576182,6.30268,3.54526,9.72436,0.648134
1,2750,2750,0.64,0.703273,0.576182,6.57419,3.69798,10.0919,0.651433
1,2750,2750,0.64,0.703273,0.576182,6.40458,3.60257,10.0779,0.635509
1,2750,2750,0.64,0.703273,0.576182,6.24342,3.51192,10.0466,0.621447
1,2750,2750,0.64,0.703273,0.576182,6.15198,3.46049,9.4696,0.649656
1,2750,2750,0.64,0.703273,0.576182,6.3825,3.59016,9.6682,0.660154
1,2750,2750,0.64,0.703273,0.576182,6.37983,3.58865,9.99807,0.638106
1,2750,2750,0.64,0.703273,0.576182,6.34289,3.56788,10.0857,0.628897
1,2750,2750,0.64,0.703273,0.576182,6.27888,3.53187,9.67815,0.648768
1,2750,2750,0.64,0.703273,0.576182,6.45565,3.6313,9.96112,0.648085
1,2750,2750,0.64,0.703273,0.576182,6.42829,3.61591,10.0113,0.642103
1,2750,2750,0.64,0.703273,0.576182,6.36593,3.58084,10.0576,0.632945
1,2750,2750,0.64,0.703273,0.576182,6.25049,3.5159,9.45458,0.661107
1,2750,2750,0.64,0.703273,0.576182,6.52366,3.66956,10.2857,0.634244
1,2750,2750,0.64,0.703273,0.576182,6.22307,3.50048,9.90426,0.628323
1,2750,2750,0.64,0.703273,0.576182,6.38415,3.59109,10.2704,0.62161
1,2750,2750,0.64,0.703273,0.576182,6.37652,3.58679,10.0727,0.633049
1,2750,2750,0.64,0.703273,0.576182,6.42052,3.61154,9.40782,0.682466
1,2750,2750,0.64,0.703273,0.576182,6.39852,3.59917,10.0954,0.633806
1,2750,2750,0.64,0.703273,0.576182,6.40113,3.60064,9.43047,0.678771
1,2750,2750,0.64,0.703273,0.576182,6.41963,3.61104,9.88388,0.649506
1,2750,2750,0.64,0.703273,0.576182,6.26199,3.52237,9.85859,0.635181
1,2750,2750,0.64,0.703273,0.576182,6.3403,3.56642,10.0776,0.629147
1,2750,2750,0.64,0.703273,0.576182,6.44342,3.62442,10.1537,0.634589
1,2750,2750,0.64,0.703273,0.576182,6.44155,3.62337,10.2378,0.629195
1,2750,2750,0.64,0.703273,0.576182,6.03936,3.39714,9.19958,0.656483
1,2750,2750,0.64,0.703273,0.576182,6.59371,3.70896,10.3106,0.639507
1,2750,2750,0.64,0.703273,0.576182,6.34099,3.5668,10.0629,0.630136
1,2750,2750,0.64,0.703273,0.576182,6.45146,3.62895,10.1613,0.634907
1,2750,2750,0.64,0.703273,0.576182,6.34064,3.56661,10.0064,0.63366
1,2750,2750,0.64,0.703273,0.576182,6.29827,3.54278,10.1394,0.621166
1,2750,2750,0.64,0.703273,0.576182,6.28817,3.5371,9.80323,0.641438
1,2750,2750,0.64,0.703273,0.576182,6.40601,3.60338,9.99554,0.640886
1,2750,2750,0.64,0.703273,0.576182,6.35163,3.57279,9.79334,0.648566
1,2750,2750,0.64,0.703273,0.576182,6.40058,3.60033,10.1685,0.629454
1,2750,2750,0.64,0.703273,0.576182,6.58002,3.70126,10.3995,0.632725
1,2750,2750,0.64,0.703273,0.576182,6.20258,3.48895,9.26676,0.669336
1,2750,2750,0.64,0.703273,0.576182,6.46124,3.63445,10.1827,0.634529
1,2750,2750,0.64,0.703273,0.576182,6.3891,3.59387,9.64476,0.662443
1,2750,2750,0.64,0.703273,0.576182,6.48342,3.64693,9.88222,0.65607
1,2750,2750,0.64,0.703273,0.576182,6.34324,3.56807,9.91594,0.639701
1,2750,2750,0.64,0.703273,0.576182,6.21536,3.49614,9.40661,0.660744
1,2750,2750,0.64,0.703273,0.576182,6.12317,3.44428,9.56184,0.640375
1,2750,2750,0.64,0.703273,0.576182,6.48342,3.64692,10.1803,0.636859
1,2750,2750,0.64,0.703273,0.576182,6.39991,3.59995,9.62961,0.664607
1,2750,2750,0.64,0.703273,0.576182,6.45243,3.62949,10.201,0.632531
1,2750,2750,0.64,0.703273,0.576182,6.29284,3.53972,10.0735,0.624695
1,2750,2750,0.64,0.703273,0.576182,6.18202,3.47738,9.7808,0.632056
1,2750,2750,0.64,0.703273,0.576182,6.29779,3.54251,10.2357,0.615278
1,2750,2750,0.64,0.703273,0.576182,6.35728,3.57597,9.88274,0.643271
1,2750,2750,0.64,0.703273,0.576182,6.31532,3.55237,9.78758,0.645238
1,2750,2750,0.64,0.703273,0.576182,6.18078,3.47669,9.64496,0.64083
1,2750,2750,0.64,0.703273,0.576182,6.40664,3.60373,10.1185,0.633163
1,2750,2750,0.64,0.703273,0.576182,6.47217,3.6406,9.9805,0.648482
1,2750,2750,0.64,0.703273,0.576182,6.35639,3.57547,9.9269,0.640319
1,2750,2750,0.64,0.703273,0.576182,6.36037,3.57771,10.1217,0.628388
1,2750,2750,0.64,0.703273,0.576182,6.28068,3.53288,9.73709,0.645026
1,2750,2750,0.64,0.703273,0.576182,6.60878,3.71744,9.91151,0.666778
1,2750,2750,0.64,0.703273,0.576182,6.24809,3.51455,9.91681,0.63005
1,2750,2750,0.64,0.703273,0.576182,6.38257,3.5902,9.67656,0.659591
1,2750,2750,0.64,0.703273,0.576182,6.08949,3.42534,9.64895,0.631103
1,2750,2750,0.64,0.703273,0.576182,6.31567,3.55256,10.12,0.624078
1,2750,2750,0.64,0.703273,0.576182,6.30372,3.54584,9.79052,0.643859
1,2750,2750,0.64,0.703273,0.576182,6.41628,3.60916,9.71976,0.660127
1,2750,2750,0.64,0.703273,0.576182,6.34091,3.56676,9.82592,0.645325
1,2750,2750,0.64,0.703273,0.576182,6.38931,3.59399,10.1084,0.632078
1,2750,2750,0.64,0.703273,0.576182,6.31814,3.55395,10.102,0.625436
1,2750,2750,0.64,0.703273,0.576182,6.17514,3.47351,9.37496,0.658684
1,2750,2750,0.64,0.703273,0.576182,6.44561,3.62566,10.12,0.636917
1,2750,2750,0.64,0.703273,0.576182,6.53775,3.67749,10.2575,0.637364
1,2750,2750,0.64,0.703273,0.576182,6.62734,3.72788,9.92075,0.668028
1,2750,2750,0.64,0.703273,0.576182,6.28488,3.53524,10.0183,0.62734
1,2750,2750,0.64,0.703273,0.576182,6.22964,3.50417,9.92063,0.627949
1,2750,2750,0.64,0.703273,0.576182,6.58053,3.70155,9.83742,0.668929
1,2750,2750,0.64,0.703273,0.576182,6.32531,3.55798,9.97456,0.634144
1,2750,2750,0.64,0.703273,0.576182,6.20113,3.48814,9.57641,0.647543
1,2750,2750,0.64,0.703273,0.576182,6.45546,3.6312,10.2157,0.631918
1,2750,2750,0.64,0.703273,0.576182,6.42019,3.61136,9.65984,0.664627
1,2750,2750,0.64,0.703273,0.576182,6.36353,3.57949,9.81469,0.648368
1,2750,2750,0.64,0.703273,0.576182,6.45848,3.63289,10.0719,0.641235
1,2750,2750,0.64,0.703273,0.576182,6.36269,3.57902,9.80539,0.648897
1,2750,2750,0.64,0.703273,0.576182,6.47835,3.64407,10.0845,0.642404
1,2750,2750,0.64,0.703273,0.576182,6.57219,3.69686,10.281,0.639254
1,2750,2750,0.64,0.703273,0.576182,6.67346,3.75382,10.1823,0.655398
1,2750,2750,0.64,0.703273,0.576182,6.65799,3.74512,10.6667,0.624183
1,2750,2750,0.64,0.703273,0.576182,6.32701,3.55894,9.47051,0.668075
1,2750,2750,0.64,0.703273,0.576182,6.44233,3.62381,10.0285,0.642405
1,2750,2750,0.64,0.703273,0.576182,6.37494,3.5859,10.0255,0.635873
1,2750,2750,0.64,0.703273,0.576182,6.39097,3.59492,9.9004,0.645527
1,2750,2750,0.64,0.703273,0.576182,6.25579,3.51888,9.78053,0.639616
1,2750,2750,0.64,0.703273,0.576182,6.49918,3.65579,9.66029,0.672773
1,2750,2750,0.64,0.703273,0.576182,6.50138,3.65702,10.0588,0.646336
1,2750,2750,0.64,0.703273,0.576182,6.58203,3.70239,10.0526,0.654756
1,2750,2750,0.64,0.703273,0.576182,6.46481,3.63646,10.0804,0.641327
1,2750,2750,0.64,0.703273,0.576182,6.43427,3.61928,9.91672,0.648831
1,2750,2750,0.64,0.703273,0.576182,6.36209,3.57868,10.1642,0.625932
1,2750,2750,0.64,0.703273,0.576182,6.59619,3.71036,10.1609,0.649177
1,2750,2750,0.64,0.703273,0.576182,6.24348,3.51196,9.87816,0.632049
1,2750,2750,0.64,0.703273,0.576182,6.25125,3.51633,9.74602,0.641415
1,2750,2750,0.64,0.703273,0.576182,6.23983,3.5099,10.063,0.620075
1,2750,2750,0.64,0.703273,0.576182,6.12934,3.44775,9.54684,0.642028
1,2750,2750,0.64,0.703273,0.576182,6.43131,3.61761,9.94805,0.64649
1,2750,2750,0.64,0.703273,0.576182,6.27167,3.52782,9.91544,0.632516
1,2750,2750,0.64,0.703273,0.576182,6.66694,3.75015,10.4264,0.639426
1,2750,2750,0.64,0.703273,0.576182,6.57832,3.7003,10.5951,0.620883
1,2750,2750,0.64,0.703273,0.576182,6.18971,3.48171,9.74242,0.635336
1,2750,2750,0.64,0.703273,0.576182,6.42196,3.61235,10.5922,0.606294
1,2750,2750,0.64,0.703273,0.576182,6.24918,3.51517,9.85996,0.633794
1,2750,2750,0.64,0.703273,0.576182,5.86693,3.30015,8.95529,0.655135
1,2750,2750,0.64,0.703273,0.576182,6.40788,3.60443,9.71916,0.659304
1,2750,2750,0.64,0.703273,0.576182,6.42519,3.61417,9.85555,0.651937
1,2750,2750,0.64,0.703273,0.576182,6.4056,3.60315,10.0859,0.635102
1,2750,2750,0.64,0.703273,0.576182,6.36649,3.58115,9.72317,0.654775
1,2750,2750,0.64,0.703273,0.576182,6.4923,3.65192,10.1392,0.640318
1,2750,2750,0.64,0.703273,0.576182,6.46612,3.63719,10.3178,0.626696
1,2750,2750,0.64,0.703273,0.576182,6.5075,3.66047,10.2763,0.633254
1,2750,2750,0.64,0.703273,0.576182,6.42162,3.61216,10.0187,0.640966
1,2750,2750,0.64,0.703273,0.576182,6.24045,3.51026,9.5934,0.650494
1,2750,2750,0.64,0.703273,0.576182,6.16125,3.4657,9.4881,0.649366
1,2750,2750,0.64,0.703273,0.576182,6.30743,3.54793,9.84848,0.640447
1,2750,2750,0.64,0.703273,0.576182,6.4131,3.60737,9.97444,0.642953
1,2750,2750,0.64,0.703273,0.576182,6.44478,3.62519,10.3242,0.624242
1,2750,2750,0.64,0.703273,0.576182,6.2538,3.51776,9.37308,0.667208
1,2750,2750,0.64,0.703273,0.576182,6.55514,3.68727,10.1111,0.648309
1,2750,2750,0.64,0.703273,0.576182,6.40348,3.60196,9.93391,0.644608
1,2750,2750,0.64,0.703273,0.576182,6.38552,3.59186,9.91865,0.64379
1,2750,2750,0.64,0.703273,0.576182,6.27958,3.53226,9.67764,0.648875
1,2750,2750,0.64,0.703273,0.576182,6.61935,3.72339,10.0941,0.655764
1,2750,2750,0.64,0.703273,0.576182,6.29127,3.53884,10.0248,0.627573
1,2750,2750,0.64,0.703273,0.576182,6.19632,3.48543,9.4783,0.653738
1,2750,2750,0.64,0.703273,0.576182,6.57225,3.69689,9.9083,0.663308
1,2750,2750,0.64,0.703273,0.576182,6.28199,3.53362,9.7939,0.641419
1,2750,2750,0.64,0.703273,0.576182,6.35149,3.57272,9.63863,0.658962
1,2750,2750,0.64,0.703273,0.576182,5.88273,3.30904,9.65125,0.609531
1,2750,2750,0.64,0.703273,0.576182,6.28865,3.53737,9.86218,0.637653
1,2750,2750,0.64,0.703273,0.576182,6.32296,3.55667,9.92047,0.637365
1,2750,2750,0.64,0.703273,0.576182,6.11341,3.43879,9.16307,0.667179
1,2750,2750,0.64,0.703273,0.576182,6.37473,3.58579,9.70922,0.656565
1,2750,2750,0.64,0.703273,0.576182,6.5495,3.68409,10.4786,0.625035
1,2750,2750,0.64,0.703273,0.576182,6.37735,3.58726,9.81515,0.649746
1,2750,2750,0.64,0.703273,0.576182,6.45764,3.63242,10.3098,0.626361
1,2750,2750,0.64,0.703273,0.576182,6.39839,3.59909,9.8204,0.65154
1,2750,2750,0.64,0.703273,0.576182,6.28226,3.53377,9.37424,0.670162
1,2750,2750,0.64,0.703273,0.576182,6.40746,3.60419,9.99039,0.641362
1,2750,2750,0.64,0.703273,0.576182,6.26405,3.52353,9.6388,0.649878
1,2750,2750,0.64,0.703273,0.576182,6.44327,3.62434,10.118,0.636815
1,2750,2750,0.64,0.703273,0.576182,6.3363,3.56417,9.64866,0.656702
1,2750,2750,0.64,0.703273,0.576182,6.37789,3.58756,10.0199,0.636522
1,2750,2750,0.64,0.703273,0.576182,6.34471,3.5689,10.1216,0.626847
1,2750,2750,0.64,0.703273,0.576182,6.13156,3.449,9.91583,0.618361
1,2750,2750,0.64,0.703273,0.576182,6.25476,3.5183,9.89443,0.63215
1,2750,2750,0.64,0.703273,0.576182,6.64865,3.73986,10.3717,0.641036
