gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	recordedByID	identifiedByID
1677300917																										8407359										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:50:16Z			https://www.inaturalist.org/observations/8407359				© Amanda Young some rights reserved	Amanda Young												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8407359	8407359		Amanda Young								wild									Four different individuals I saw around campus during a short walk												2017-10-14T17:53:45-06:00	23:53:45Z						Sat Oct 14 2017 17:53:45 GMT-0600 (MDT)																CA	Alberta				University of Calgary, Calgary, AB, CA											51.0761219836	-114.1360732614		379																																			17815557				2017-10-15T01:39:47Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677296490																										8392843										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:08:37Z			https://www.inaturalist.org/observations/8392843				© davidyang some rights reserved	davidyang												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8392843	8392843		davidyang								wild																					2017-10-13T19:03:39-06:00	01:03:39Z						2017-10-13 7:03:39 PM MDT																CA	Alberta				48 Edelweiss Dr NW, Calgary, AB T3A 3R3, Canada											51.1190508139	-114.137406125		2064																																			17781477				2017-10-14T01:09:06Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677295769																										8390841										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:50:20Z			https://www.inaturalist.org/observations/8390841				© sswiley some rights reserved	sswiley												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8390841	8390841		sswiley								wild																					2017-10-13T15:21:00-06:00	21:21:00Z						2017/10/13 3:21 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.1458635298	-114.0791559219		15																																			17775187				2017-10-13T22:12:11Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677294283																										8384139										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:08:43Z			https://www.inaturalist.org/observations/8384139				© austin_ash some rights reserved	austin_ash												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8384139	8384139		austin_ash								wild																					2017-10-13T07:32:30-06:00	13:32:30Z						Fri Oct 13 2017 07:32:30 GMT-0600 (MDT)																CA	Alberta				Division No. 6, CA-AB, CA											51.0836683447	-114.1414047965		10																																			17761006				2017-10-13T13:58:09Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677289832																										8368847										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:09:23Z			https://www.inaturalist.org/observations/8368847				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8368847	8368847		Kristina van Westenbrugge								wild																					2017-10-11T16:30:00-06:00	22:30:00Z						2017/10/11 4:30 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.075690587	-114.1326123476		15																																			17722205				2017-10-12T04:39:02Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677289762																										8368852										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:50:51Z			https://www.inaturalist.org/observations/8368852				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8368852	8368852		Kristina van Westenbrugge								wild																					2017-10-11T16:39:00-06:00	22:39:00Z						2017/10/11 4:39 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0754748791	-114.1291415691		31																																			17722210				2017-10-12T04:39:06Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677289709																										8368846										http://creativecommons.org/licenses/by-nc/4.0/			2017-12-20T06:02:23Z			https://www.inaturalist.org/observations/8368846				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8368846	8368846		Kristina van Westenbrugge								wild																					2017-10-11T16:27:00-06:00	22:27:00Z						2017/10/11 4:27 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0760811639	-114.1358768453		58																																			17722204				2017-10-12T04:39:02Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677289476																										8368977										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:50:25Z			https://www.inaturalist.org/observations/8368977				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8368977	8368977		Kristina van Westenbrugge								wild																					2017-10-11T16:22:00-06:00	22:22:00Z						2017/10/11 4:22 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0776453935	-114.1407394409		184																																			17722474				2017-10-12T04:46:01Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677289454																										8368975										http://creativecommons.org/licenses/by-nc/4.0/			2017-12-12T16:35:32Z			https://www.inaturalist.org/observations/8368975				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8368975	8368975		Kristina van Westenbrugge								wild																					2017-10-11T16:17:00-06:00	22:17:00Z						2017/10/11 4:17 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0785081784	-114.1441726685		124																																			17722473				2017-10-12T04:46:00Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677287391																										8361433										http://creativecommons.org/licenses/by-nc/4.0/			2017-11-07T17:09:02Z			https://www.inaturalist.org/observations/8361433				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8361433	8361433		Kristina van Westenbrugge								wild																					2017-10-11T09:32:00-06:00	15:32:00Z						2017/10/11 9:32 AM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0767286649	-114.1362333269		61																																			17706396				2017-10-11T18:28:52Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677287370																										8361424										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:09:29Z			https://www.inaturalist.org/observations/8361424				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8361424	8361424		Kristina van Westenbrugge								wild																					2017-10-11T09:29:00-06:00	15:29:00Z						2017/10/11 9:29 AM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0775645066	-114.1373276711		61																																			17706388				2017-10-11T18:28:48Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677287095																										8360336										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:50:34Z			https://www.inaturalist.org/observations/8360336				© angelaleung some rights reserved	angelaleung												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8360336	8360336		angelaleung								wild																					2017-10-10T18:22:42-06:00	00:22:42Z						Tue Oct 10 2017 18:22:42 GMT-0600 (MDT)																CA	Alberta				University of Calgary, Calgary, AB, CA											51.0780100622	-114.1251745838		29																																			17704087				2017-10-11T17:15:00Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677287045																										8360264										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:50:29Z			https://www.inaturalist.org/observations/8360264				© angelaleung some rights reserved	angelaleung												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8360264	8360264		angelaleung								wild																					2017-10-10T18:18:14-06:00	00:18:14Z						Tue Oct 10 2017 18:18:14 GMT-0600 (MDT)																CA	Alberta				University of Calgary, Calgary, AB, CA											51.0778205014	-114.1254003217		50																																			17703986				2017-10-11T17:12:01Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677286676																										8357976										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:50:37Z			https://www.inaturalist.org/observations/8357976				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8357976	8357976		Kristina van Westenbrugge								wild																					2017-10-10T16:57:00-06:00	22:57:00Z						2017/10/10 4:57 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0754681382	-114.1331702471		15																																			17698528				2017-10-11T14:11:08Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677286653																										8357972										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:09:40Z			https://www.inaturalist.org/observations/8357972				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8357972	8357972		Kristina van Westenbrugge								wild																					2017-10-10T11:08:00-06:00	17:08:00Z						2017/10/10 11:08 AM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0754276929	-114.1290611029		15																																			17698523				2017-10-11T14:11:06Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677286368																										8357977										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:50:40Z			https://www.inaturalist.org/observations/8357977				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8357977	8357977		Kristina van Westenbrugge								wild																					2017-10-10T17:02:00-06:00	23:02:00Z						2017/10/10 5:02 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0776858369	-114.1372686625		15																																			17698530				2017-10-11T14:11:09Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677285786																										8355793										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:04:58Z			https://www.inaturalist.org/observations/8355793				© jadehuynh some rights reserved	jadehuynh												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8355793	8355793		jadehuynh								wild																					2017-10-10T23:34:13-06:00	05:34:13Z						Tue Oct 10 2017 23:34:13 GMT-0600 (MDT)																CA	Alberta				252 Panatella Green NW, Calgary, AB, CA											51.1667716667	-114.082175																																					17692755				2017-10-11T05:40:41Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677285067																										8353359										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:55:20Z			https://www.inaturalist.org/observations/8353359				© Nicolas some rights reserved	Nicolas												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8353359	8353359		Nicolas								wild																					2017-10-10							2017-10-10																CA	Alberta				Panorama Hills View NW											51.151449	-114.086857		238																																			17685757				2017-10-11T01:18:12Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677284382																										8350787										http://creativecommons.org/licenses/by-nc/4.0/			2017-10-11T00:47:27Z			https://www.inaturalist.org/observations/8350787				© Francesca Retuta some rights reserved	Francesca Retuta												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8350787	8350787		Francesca Retuta								wild																					2017-10-10T10:38:36-06:00	16:38:36Z						2017-10-10 10:38:36 AM MDT																CA	Alberta				199 Campus Pl NW, Calgary, AB T2N 4V8, Canada											51.0786094666	-114.1275024414																																					17680206				2017-10-10T21:48:09Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677281393																										8327539										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:55:12Z			https://www.inaturalist.org/observations/8327539				© paigephaneuf some rights reserved	paigephaneuf												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8327539	8327539		paigephaneuf								wild																					2017-10-09T10:47:33-06:00	16:47:33Z						Mon Oct 09 2017 10:47:33 GMT-0600 (MDT)																CA	Alberta				South Glenmore Park, Calgary, AB, CA											50.9768739311	-114.1330984437		81																																			17632792				2017-10-09T16:50:45Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1677281216																										8324801										http://creativecommons.org/licenses/by-nc/4.0/			2017-10-11T03:03:06Z			https://www.inaturalist.org/observations/8324801				© Matt Keevil some rights reserved	Matt Keevil												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8324801	8324801		Matt Keevil								wild																					2017-09-16T23:34:37-04:00	03:34:37Z						Sat Sep 16 2017 23:34:37 GMT-0400 (EDT)																CA	Manitoba				240 18th St, Brandon, MB, CA											49.84483	-99.9632633333																																					17625406				2017-10-09T12:35:13Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1671734542																										8327780										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:52:25Z			https://www.inaturalist.org/observations/8327780				© vickyschild some rights reserved	vickyschild												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8327780	8327780		vickyschild								wild									Practice												2017-10-09T08:30:39-06:00	14:30:39Z						Mon Oct 09 2017 08:30:39 GMT-0600 (MDT)																CA	Alberta				125 Duncan Cres, Red Deer, AB, CA											52.2611634099	-113.7631560438		141																																			17633406				2017-10-09T17:08:00Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1671734281																										8327164										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:04:07Z			https://www.inaturalist.org/observations/8327164				© paigephaneuf some rights reserved	paigephaneuf												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8327164	8327164		paigephaneuf								wild																					2017-10-07T12:49:42-06:00	18:49:42Z						Sat Oct 07 2017 12:49:42 GMT-0600 (MDT)																CA	Alberta				13420 52 St SE, Calgary, AB, CA											50.9303833402	-113.9576921351		1224																																			17631839				2017-10-09T16:19:14Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1671729781																										8312364										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:55:05Z			https://www.inaturalist.org/observations/8312364				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8312364	8312364		Kristina van Westenbrugge								wild									Three White-tailed Prairie Hares by the Foothills Hospital.												2017-10-08T11:10:33-06:00	17:10:33Z						Sun Oct 08 2017 11:10:33 GMT-0600 (MDT)																CA	Alberta				Foothills Medical Centre, Calgary, AB, CA											51.0653588548	-114.1323737039		67																																			17597165				2017-10-08T17:15:50Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1671722015																										8285691										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:08:13Z			https://www.inaturalist.org/observations/8285691				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8285691	8285691		Kristina van Westenbrugge								wild																					2017-10-06T11:03:00-06:00	17:03:00Z						2017/10/06 11:03 AM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0790406705	-114.1391032939		15																																			17533076				2017-10-06T19:42:10Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1671721979																										8285669										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:52:19Z			https://www.inaturalist.org/observations/8285669				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8285669	8285669		Kristina van Westenbrugge								wild																					2017-10-06T09:24:00-06:00	15:24:00Z						2017/10/06 9:24 AM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0770252569	-114.135761261		61																																			17533028				2017-10-06T19:40:17Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1671721953																										8285664										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:54:56Z			https://www.inaturalist.org/observations/8285664				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8285664	8285664		Kristina van Westenbrugge								wild																					2017-10-06T09:15:00-06:00	15:15:00Z						2017/10/06 9:15 AM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0788317186	-114.1381108761		31																																			17533022				2017-10-06T19:40:14Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1668902095																										8276289										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:57:17Z			https://www.inaturalist.org/observations/8276289				© davidyang some rights reserved	davidyang												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8276289	8276289		davidyang								wild																					2017-10-04T18:10:39-06:00	00:10:39Z						2017-10-04 6:10:39 PM MDT																CA	Alberta				MacEwan Hall, 402 Collegiate Blvd NW, Calgary, AB T2N 4V8, Canada											51.0785029125	-114.1303147003		1032																																			17513131				2017-10-06T02:11:50Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1668901966																										8275471										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:07:29Z			https://www.inaturalist.org/observations/8275471				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8275471	8275471		Kristina van Westenbrugge								wild																					2017-10-05T17:02:00-06:00	23:02:00Z						2017/10/05 5:02 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0768769622	-114.137485921		19																																			17511354				2017-10-06T01:01:50Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1668901912																										8275426										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:55:34Z			https://www.inaturalist.org/observations/8275426				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8275426	8275426		Kristina van Westenbrugge								wild																					2017-10-05T12:12:00-06:00	18:12:00Z						2017/10/05 12:12 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0751782789	-114.1313302509		31																																			17511273				2017-10-06T00:57:02Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1668900877																										8271025										http://creativecommons.org/licenses/by-nc/4.0/			2018-05-19T18:33:02Z			https://www.inaturalist.org/observations/8271025				© austin_ash some rights reserved	austin_ash												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8271025	8271025		austin_ash								wild																					2017-10-05T08:07:40-06:00	14:07:40Z						Thu Oct 05 2017 08:07:40 GMT-0600 (MDT)																CA	Alberta				Division No. 6, CA-AB, CA											51.0812276183	-114.1365795863		10																																			17500826				2017-10-05T18:12:06Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1668899510																										8265592										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:05:24Z			https://www.inaturalist.org/observations/8265592				© sswiley some rights reserved	sswiley												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8265592	8265592		sswiley								wild																					2017-10-04T22:16:04-06:00	04:16:04Z						Wed Oct 04 2017 22:16:04 GMT-0600 (MDT)																CA	Alberta				30 Country Hills Green NW, Calgary, AB, CA											51.1458194443	-114.0772436747		5																																			17485642				2017-10-05T04:16:39Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1668899040																										8264065										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:52:31Z			https://www.inaturalist.org/observations/8264065				© James Bailey some rights reserved	James Bailey												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8264065	8264065		James Bailey								wild																					2008-06-01T17:52:00-06:00	23:52:00Z						2008/06/01 5:52 PM PDT																CA	Alberta				North Central Edmonton, Edmonton, AB, Canada											53.5435716176	-113.466796875		15																																			17481924				2017-10-05T02:18:37Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1668897447																										8258499										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:52:33Z			https://www.inaturalist.org/observations/8258499				© James Bailey some rights reserved	James Bailey												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8258499	8258499		James Bailey								wild									From open wasteland north of Aspen Trail and south of Emerald Drive. Much of this area is now developed.												2008-09-02T16:22:00-06:00	22:22:00Z						2008/09/02 4:22 PM PDT																CA	Alberta				Sherwood Park, AB, Canada											53.5634766717	-113.2751959562		15																																			17471658				2017-10-04T21:10:51Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1668893777																										8244731										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-27T06:52:36Z			https://www.inaturalist.org/observations/8244731				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/8244731	8244731		Kristina van Westenbrugge								wild																					2017-10-03T17:14:00-06:00	23:14:00Z						2017/10/03 5:14 PM MDT																CA	Alberta				Northwest Calgary, Calgary, AB, Canada											51.0791013337	-114.140278101		31																																			17438610				2017-10-04T01:22:51Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1668888151																										8223185										http://creativecommons.org/licenses/by-nc/4.0/			2018-12-28T18:06:31Z			https://www.inaturalist.org/observations/8223185				© Kristina van Westenbrugge some rights reserved	Kristina van Westenbrugge												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 26261m at the request of the observer			https://www.inaturalist.org/observations/8223185	8223185		Kristina van Westenbrugge								wild									First snow of the season! The last two photos were from slightly later that day.												2017-10-02T11:34:00-06:00	17:34:00Z						2017/10/02 11:34 AM MDT																CA	Alberta				Division No. 6, CA-AB, CA											51.18026508	-114.3226999264		26261																																			17387504				2017-10-02T17:50:47Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
1668806861																										7707617										http://creativecommons.org/licenses/by-nc/4.0/			2017-10-14T15:31:35Z			https://www.inaturalist.org/observations/7707617				© cory_silas_sheffield some rights reserved	cory_silas_sheffield												iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				https://www.inaturalist.org/observations/7707617	7707617		cory_silas_sheffield								wild																					2017-08-29T17:14:39-05:00	22:14:39Z						Tue Aug 29 2017 17:14:39 GMT-0600 (CST)																CA	Saskatchewan				Wascana Centre, Regina, SK, CA											50.4397583333	-104.6176216667																																					17292351				2017-09-30T02:47:11Z				43145								Lepus townsendii								Animalia	Chordata	Mammalia	Lagomorpha	Leporidae	Lepus				species									
